sessionId,operatorId,scenarioId,sequencePosition,previousAction,expectedAction,responseSeconds,pauseSeconds,duplicateCount,actionValue,valveL1,feedFlow,pressureK1,pressureK2,levelK1,levelK2,temperatureFurnace,gasPercent,saltMgL,waterAfterElou,powerOk,instrumentAirOk,coolingWaterOk,ventElouOk,riskId,candidateAction,willError,riskClass,riskScore,predictedErrorLabel
synthetic-00688,operator-20,SC-06,10,restore-cooling,restore-utility-or-prepare-equipment,19.87,3.9,0,52.4,38.1,791.6,2.24,0.46,37.3,67.4,326.9,9.0,2.43,0.076,True,True,True,True,risk-008038,start-N1,1,HIGH,82,EQUIPMENT_NOT_READY
synthetic-00364,operator-15,SC-01,4,alarm-K1-high,protect-K1,99.62,71.26,0,21.1,98.1,603.7,2.25,0.7,65.3,64.1,311.4,24.7,3.57,0.148,True,True,True,False,risk-005238,start-N2,1,MEDIUM,65,RESPONSE_TIME_ERROR
synthetic-00248,operator-06,SC-10,11,drain-E1,open-L1,14.54,13.47,0,39.0,70.4,81.6,1.94,0.46,71.4,41.9,327.8,2.6,2.65,0.044,True,True,True,True,risk-002177,start-N1,1,HIGH,73,SEQUENCE_ERROR
synthetic-00453,operator-17,SC-06,10,alarm-K1-high,protect-K1,147.85,143.87,0,23.3,97.6,702.6,4.34,0.69,57.0,55.4,342.1,0.5,3.0,0.148,True,True,False,True,risk-001463,restore-cooling,1,MEDIUM,58,RESPONSE_TIME_ERROR
synthetic-00513,operator-08,SC-08,5,toggle-electric-field,check-process-state,25.73,1.12,3,50.3,95.7,895.6,2.14,0.52,62.2,56.1,322.6,6.5,4.53,0.06,True,True,True,True,risk-001413,toggle-electric-field,1,MEDIUM,55,DUPLICATE_COMMAND
synthetic-00702,operator-10,SC-08,2,check-alarm,restore-utility-or-prepare-equipment,24.72,15.78,0,35.5,4.5,452.2,2.53,0.55,64.4,59.1,341.2,10.4,3.09,0.107,True,True,True,True,risk-004827,set-fuel,1,HIGH,76,EQUIPMENT_NOT_READY
synthetic-00537,operator-11,SC-12,11,set-fuel-45,check-process-state,7.92,0.6,4,37.1,97.3,456.0,3.13,0.71,39.0,55.5,326.6,8.1,2.93,0.125,True,True,True,True,risk-007140,set-fuel-45,1,MEDIUM,40,DUPLICATE_COMMAND
synthetic-00238,operator-11,SC-12,3,check-alarm,open-L1,18.2,6.08,0,40.2,6.0,77.1,1.89,0.75,47.1,70.6,353.7,1.8,3.39,0.145,True,True,True,True,risk-005932,start-N1,1,HIGH,77,SEQUENCE_ERROR
synthetic-00782,operator-22,SC-14,3,restore-cooling,protect-K1,15.62,8.39,0,61.2,95.8,669.9,2.29,0.65,8.0,62.2,343.7,5.4,2.35,0.109,True,True,True,True,risk-007159,set-fuel,1,HIGH,88,CRITICAL_OPERATION_ERROR
synthetic-00766,operator-18,SC-06,5,restore-cooling,restore-circulation-and-reduce-fuel,25.44,20.61,0,78.7,95.7,88.0,1.98,0.37,58.7,69.0,448.9,7.9,3.9,0.128,True,True,True,True,risk-001374,set-fuel,1,HIGH,93,CRITICAL_OPERATION_ERROR
synthetic-00517,operator-21,SC-01,12,start-N1,check-process-state,27.83,0.58,3,39.5,95.5,795.6,2.83,0.63,46.3,51.0,338.9,0.8,2.1,0.13,True,True,True,True,risk-003807,start-N1,1,MEDIUM,51,DUPLICATE_COMMAND
synthetic-00442,operator-11,SC-01,1,alarm-K1-high,cut-fuel,139.1,68.7,0,24.8,97.6,893.6,4.56,0.5,58.0,68.2,323.9,7.1,4.54,0.114,True,True,False,True,risk-009704,restore-cooling,1,HIGH,72,RESPONSE_TIME_ERROR
synthetic-00114,operator-05,SC-06,1,open-L1,restore-ventilation,21.28,7.37,0,47.4,99.7,819.2,3.15,0.8,63.3,69.2,300.9,4.5,3.36,0.053,True,True,True,True,risk-005823,restore-ventilation,0,LOW,14,NORMAL
synthetic-00023,operator-17,SC-14,7,set-fuel-45,protect-K1,26.26,11.0,0,36.1,96.3,786.1,2.31,0.75,36.0,49.0,343.3,1.4,4.9,0.117,True,True,True,True,risk-001164,protect-K1,0,LOW,23,NORMAL
synthetic-00832,operator-05,SC-08,11,check-alarm,protect-K1,8.19,13.83,0,58.1,97.5,806.1,2.83,0.53,4.5,70.7,348.8,3.6,4.48,0.069,True,True,True,True,risk-004849,set-fuel,1,HIGH,87,CRITICAL_OPERATION_ERROR
synthetic-00352,operator-01,SC-12,7,alarm-K1-high,restore-cooling,101.4,139.4,0,29.7,99.0,872.7,4.16,0.51,46.0,45.3,351.0,11.6,2.16,0.058,True,True,False,True,risk-007247,start-N1,1,HIGH,74,RESPONSE_TIME_ERROR
synthetic-00274,operator-12,SC-12,2,check-alarm,open-L1,14.17,12.5,0,37.3,10.8,256.8,2.45,0.39,63.3,58.3,315.8,10.2,4.49,0.116,True,True,True,True,risk-007096,start-N1,1,HIGH,79,SEQUENCE_ERROR
synthetic-00583,operator-15,SC-01,4,check-alarm,set-fuel-45,12.16,6.72,0,73.9,98.0,308.3,2.32,0.62,55.9,39.7,389.2,6.1,3.87,0.119,True,True,True,True,risk-005206,set-fuel,1,HIGH,76,PARAMETER_ERROR
synthetic-00216,operator-11,SC-06,11,check-alarm,open-L1,13.61,8.62,0,50.9,10.6,51.0,2.65,0.55,71.0,48.2,348.3,2.9,3.32,0.049,True,True,True,True,risk-006194,start-N1,1,MEDIUM,66,SEQUENCE_ERROR
synthetic-00089,operator-02,SC-05,8,start-N1,start-N1,12.33,7.35,0,49.7,96.6,839.9,3.11,0.66,66.2,39.6,308.5,6.7,4.4,0.046,True,True,True,True,risk-000400,start-N1,0,LOW,23,NORMAL
synthetic-00400,operator-19,SC-05,1,alarm-K1-high,cut-fuel,85.79,96.14,0,48.9,99.7,698.0,4.24,0.59,63.2,38.9,325.5,6.5,4.22,0.089,True,True,False,True,risk-008881,restore-cooling,1,HIGH,71,RESPONSE_TIME_ERROR
synthetic-00723,operator-02,SC-08,3,start-N1,restore-utility-or-prepare-equipment,27.37,15.82,0,41.8,96.3,764.4,3.86,0.47,74.4,58.6,312.1,1.6,2.87,0.15,True,True,False,True,risk-006859,start-N1,1,MEDIUM,64,EQUIPMENT_NOT_READY
synthetic-00267,operator-10,SC-14,6,check-alarm,open-L1,10.09,14.86,0,27.7,53.2,159.4,2.85,0.63,57.7,54.1,318.5,7.3,4.09,0.068,True,True,True,True,risk-004925,start-N1,1,HIGH,78,SEQUENCE_ERROR
synthetic-00311,operator-13,SC-08,10,drain-E1,open-L1,11.24,8.22,0,20.4,78.6,159.5,2.2,0.68,66.5,58.4,307.8,6.4,2.37,0.056,True,True,True,True,risk-007419,start-N1,1,MEDIUM,59,SEQUENCE_ERROR
synthetic-00213,operator-14,SC-13,4,check-alarm,open-L1,15.85,6.77,0,37.2,1.7,278.8,3.16,0.77,58.6,45.3,304.0,9.0,2.09,0.051,True,True,True,True,risk-007366,start-N1,1,MEDIUM,59,SEQUENCE_ERROR
synthetic-00108,operator-19,SC-14,12,set-fuel-45,set-fuel,9.53,7.47,0,20.7,99.1,490.0,2.57,0.41,51.4,64.4,342.9,2.9,3.44,0.132,True,True,True,True,risk-007459,set-fuel,0,LOW,24,NORMAL
synthetic-00430,operator-09,SC-14,11,alarm-K1-high,cut-fuel,89.0,103.94,0,21.3,99.4,742.4,2.27,0.61,57.6,72.0,331.9,19.5,3.49,0.056,True,True,True,False,risk-003119,protect-K1,1,HIGH,80,RESPONSE_TIME_ERROR
synthetic-00106,operator-21,SC-14,5,check-alarm,restore-ventilation,15.55,22.72,0,45.4,97.8,737.5,2.39,0.49,36.7,58.6,354.0,7.2,3.05,0.041,True,True,True,True,risk-005899,restore-ventilation,0,LOW,6,NORMAL
synthetic-00145,operator-05,SC-12,9,check-alarm,toggle-electric-field,26.04,20.44,0,38.8,99.1,639.1,2.88,0.7,43.2,42.8,313.5,1.6,3.37,0.075,True,True,True,True,risk-005154,toggle-electric-field,0,LOW,22,NORMAL
synthetic-00138,operator-22,SC-06,3,start-N1,protect-K1,17.62,23.46,0,23.2,95.0,552.1,2.27,0.78,62.2,67.2,351.4,2.9,3.44,0.055,True,True,True,True,risk-004265,protect-K1,0,LOW,15,NORMAL
synthetic-00678,operator-19,SC-06,7,check-alarm,restore-utility-or-prepare-equipment,17.82,8.36,0,23.7,99.7,481.6,3.87,0.69,55.7,67.9,315.5,3.6,4.27,0.139,True,True,False,True,risk-007331,start-N2,1,HIGH,80,EQUIPMENT_NOT_READY
synthetic-00525,operator-08,SC-12,11,toggle-electric-field,check-process-state,8.5,1.72,3,33.5,95.0,553.5,2.89,0.41,60.9,46.8,319.8,1.6,2.91,0.044,True,True,True,True,risk-003237,toggle-electric-field,1,MEDIUM,55,DUPLICATE_COMMAND
synthetic-00008,operator-06,SC-05,8,restore-cooling,start-N2,12.39,16.12,0,44.0,95.9,658.2,2.49,0.5,52.1,50.2,349.3,10.9,4.22,0.113,True,True,True,True,risk-000192,start-N2,0,LOW,6,NORMAL
synthetic-00706,operator-21,SC-01,9,start-N1,restore-utility-or-prepare-equipment,23.31,17.11,0,35.3,96.7,878.6,2.66,0.51,64.5,51.6,317.3,3.6,4.65,0.054,False,True,True,True,risk-005472,start-N1,1,MEDIUM,62,EQUIPMENT_NOT_READY
synthetic-00364,operator-08,SC-06,5,alarm-K1-high,restore-cooling,66.54,88.82,0,48.5,97.7,701.6,4.39,0.8,71.2,64.1,342.2,10.8,3.49,0.091,True,True,False,True,risk-003018,start-N1,1,HIGH,82,RESPONSE_TIME_ERROR
synthetic-00241,operator-15,SC-13,5,check-alarm,open-L1,6.57,21.04,0,43.8,84.6,86.5,2.03,0.58,55.8,56.4,302.5,3.3,4.52,0.145,True,True,True,True,risk-007248,start-N1,1,MEDIUM,67,SEQUENCE_ERROR
synthetic-00201,operator-19,SC-08,5,restore-cooling,restore-ventilation,9.47,21.58,0,22.1,96.0,781.1,2.77,0.77,42.6,37.1,331.6,8.3,3.9,0.109,True,True,True,True,risk-001277,restore-ventilation,0,LOW,4,NORMAL
synthetic-00197,operator-09,SC-08,12,check-alarm,protect-K2,6.69,16.43,0,38.2,98.3,748.0,2.59,0.56,40.1,73.3,328.8,9.6,3.25,0.138,True,True,True,True,risk-004570,protect-K2,0,LOW,1,NORMAL
synthetic-00636,operator-15,SC-13,10,check-alarm,set-fuel-45,19.24,4.43,0,80.1,97.7,159.0,2.16,0.6,75.0,42.6,381.0,8.8,4.17,0.117,True,True,True,True,risk-009274,set-fuel,1,MEDIUM,65,PARAMETER_ERROR
synthetic-00094,operator-23,SC-07,2,start-N1,protect-K1,4.05,14.35,0,47.4,95.5,462.6,3.05,0.45,71.4,52.7,311.2,5.7,3.39,0.119,True,True,True,True,risk-009766,protect-K1,0,LOW,4,NORMAL
synthetic-00451,operator-13,SC-13,11,alarm-K1-high,restore-cooling,68.43,64.64,0,24.8,97.7,666.5,4.26,0.62,44.8,49.1,332.6,8.7,3.61,0.077,True,True,False,True,risk-006652,protect-K1,1,MEDIUM,61,RESPONSE_TIME_ERROR
synthetic-00624,operator-18,SC-06,8,set-fuel-45,set-fuel-45,19.19,6.9,0,78.4,97.4,106.2,2.81,0.71,53.9,66.0,421.5,4.7,4.81,0.115,True,True,True,True,risk-009941,set-fuel,1,HIGH,76,PARAMETER_ERROR
synthetic-00248,operator-13,SC-05,10,check-alarm,open-L1,22.43,10.37,0,35.8,34.0,36.9,2.26,0.76,37.4,36.2,316.8,7.4,2.01,0.089,True,True,True,True,risk-007841,start-N1,1,MEDIUM,58,SEQUENCE_ERROR
synthetic-00755,operator-22,SC-05,8,restore-cooling,protect-K2,5.51,15.1,0,54.5,96.5,446.4,2.27,0.41,58.6,3.5,314.5,6.4,2.04,0.074,True,True,True,True,risk-006899,set-fuel,1,HIGH,93,CRITICAL_OPERATION_ERROR
synthetic-00503,operator-21,SC-13,6,start-N1,check-process-state,22.14,1.31,5,25.5,98.7,863.1,2.14,0.65,73.9,69.0,304.5,10.4,4.71,0.129,True,True,True,True,risk-008520,start-N1,1,MEDIUM,47,DUPLICATE_COMMAND
synthetic-00271,operator-22,SC-10,9,set-fuel-70,open-L1,6.39,19.61,0,54.8,59.7,227.1,2.55,0.6,70.1,67.7,337.1,3.5,2.86,0.079,True,True,True,True,risk-008632,start-N1,1,MEDIUM,61,SEQUENCE_ERROR
synthetic-00690,operator-02,SC-01,11,open-L1,restore-utility-or-prepare-equipment,11.53,22.09,0,26.3,99.2,844.1,2.86,0.79,70.8,50.8,327.8,6.7,4.87,0.146,True,False,True,True,risk-005417,start-N1,1,HIGH,76,EQUIPMENT_NOT_READY
synthetic-00343,operator-24,SC-08,9,alarm-K1-high,cut-fuel,126.17,67.74,0,53.5,98.9,469.3,4.51,0.51,65.3,60.0,308.7,2.9,4.67,0.09,True,True,False,True,risk-003300,toggle-electric-field,1,HIGH,81,RESPONSE_TIME_ERROR
synthetic-00361,operator-10,SC-14,1,alarm-K1-high,restore-cooling,124.29,107.77,0,23.4,98.2,804.6,2.92,0.62,50.1,42.9,344.2,19.7,3.68,0.109,True,True,True,False,risk-001430,set-fuel,1,HIGH,81,RESPONSE_TIME_ERROR
synthetic-00194,operator-05,SC-01,7,restore-cooling,restore-ventilation,5.32,4.38,0,37.0,99.0,451.2,2.14,0.53,51.8,58.9,315.5,11.1,3.71,0.147,True,True,True,True,risk-005508,restore-ventilation,0,LOW,6,NORMAL
synthetic-00255,operator-05,SC-07,10,drain-E1,open-L1,15.34,7.12,0,24.4,61.7,95.1,3.06,0.58,71.0,35.7,331.4,8.1,3.21,0.111,True,True,True,True,risk-003200,start-N1,1,HIGH,78,SEQUENCE_ERROR
synthetic-00049,operator-11,SC-10,10,set-fuel-45,protect-K2,10.46,13.68,0,46.6,95.7,605.1,2.27,0.54,60.9,68.0,311.4,5.5,3.12,0.052,True,True,True,True,risk-000116,protect-K2,0,LOW,6,NORMAL
synthetic-00130,operator-08,SC-10,6,check-alarm,protect-K2,27.02,3.02,0,28.6,97.5,671.2,2.95,0.61,57.1,67.8,341.9,10.2,4.66,0.142,True,True,True,True,risk-002875,protect-K2,0,LOW,14,NORMAL
synthetic-00343,operator-23,SC-05,8,alarm-K1-high,protect-K1,111.75,72.47,0,24.8,95.6,508.5,4.14,0.41,64.2,43.4,335.9,10.3,2.52,0.092,True,True,False,True,risk-009622,set-fuel,1,HIGH,80,RESPONSE_TIME_ERROR
synthetic-00011,operator-03,SC-08,8,open-L1,toggle-electric-field,16.2,19.23,0,21.8,99.3,755.8,2.64,0.49,56.5,48.7,347.7,6.2,4.13,0.079,True,True,True,True,risk-009294,toggle-electric-field,0,LOW,10,NORMAL
synthetic-00556,operator-05,SC-06,1,restore-cooling,set-fuel-45,7.78,23.78,0,83.3,99.0,152.0,2.68,0.68,56.2,52.1,391.1,9.2,3.8,0.13,True,True,True,True,risk-009217,set-fuel,1,HIGH,72,PARAMETER_ERROR
synthetic-00372,operator-19,SC-12,6,alarm-K1-high,restore-cooling,78.7,114.7,0,41.6,98.6,857.9,4.35,0.57,47.7,61.3,338.8,7.0,3.65,0.093,True,True,False,True,risk-004200,start-N2,1,MEDIUM,69,RESPONSE_TIME_ERROR
synthetic-00155,operator-11,SC-05,4,start-N1,protect-K1,21.58,8.77,0,42.0,95.1,573.0,1.81,0.71,70.4,44.1,326.0,11.5,3.42,0.049,True,True,True,True,risk-009345,protect-K1,0,LOW,17,NORMAL
synthetic-00226,operator-02,SC-12,8,set-fuel-70,open-L1,5.18,8.81,0,53.1,37.6,87.5,3.08,0.66,45.8,69.0,319.0,5.0,4.82,0.068,True,True,True,True,risk-006278,start-N1,1,MEDIUM,57,SEQUENCE_ERROR
synthetic-00313,operator-19,SC-07,2,set-fuel-70,open-L1,11.88,8.83,0,36.3,84.8,97.8,2.92,0.41,62.5,74.4,343.4,9.0,2.08,0.09,True,True,True,True,risk-008635,start-N1,1,MEDIUM,63,SEQUENCE_ERROR
synthetic-00644,operator-24,SC-07,8,restore-cooling,set-fuel-45,6.35,9.83,0,88.1,99.1,122.6,2.14,0.57,47.7,67.2,409.4,10.6,3.12,0.141,True,True,True,True,risk-004975,set-fuel,1,MEDIUM,63,PARAMETER_ERROR
synthetic-00257,operator-20,SC-08,6,check-alarm,open-L1,24.4,15.36,0,24.4,75.7,211.1,3.06,0.38,61.8,71.5,335.0,4.4,4.54,0.045,True,True,True,True,risk-003259,start-N1,1,MEDIUM,67,SEQUENCE_ERROR
synthetic-00486,operator-02,SC-01,5,toggle-electric-field,check-process-state,14.46,2.31,4,27.9,98.0,503.9,3.1,0.61,54.4,35.5,304.6,4.2,3.08,0.04,True,True,True,True,risk-000357,toggle-electric-field,1,MEDIUM,44,DUPLICATE_COMMAND
synthetic-00697,operator-14,SC-06,11,set-fuel-45,restore-utility-or-prepare-equipment,9.92,4.06,0,29.1,95.3,573.5,2.87,0.59,69.1,54.6,321.6,3.5,2.8,0.099,True,False,True,True,risk-001670,set-fuel,1,MEDIUM,62,EQUIPMENT_NOT_READY
synthetic-00033,operator-01,SC-08,11,start-N1,restore-ventilation,22.78,11.64,0,44.3,98.1,715.3,2.13,0.7,42.4,62.4,312.6,3.4,3.55,0.046,True,True,True,True,risk-002237,restore-ventilation,0,LOW,18,NORMAL
synthetic-00429,operator-11,SC-14,8,alarm-K1-high,restore-cooling,120.12,142.73,0,28.8,95.7,807.6,4.29,0.65,61.9,58.5,353.8,2.5,4.56,0.144,True,True,False,True,risk-004001,set-fuel,1,MEDIUM,69,RESPONSE_TIME_ERROR
synthetic-00450,operator-22,SC-12,7,alarm-K1-high,cut-fuel,61.38,93.99,0,31.3,97.1,770.5,2.35,0.5,42.3,63.0,315.4,28.1,3.2,0.078,True,True,True,False,risk-008641,restore-ventilation,1,HIGH,72,RESPONSE_TIME_ERROR
synthetic-00059,operator-12,SC-13,10,start-N1,toggle-electric-field,12.76,17.47,0,43.0,96.0,424.4,3.16,0.53,74.6,70.9,313.4,5.3,2.3,0.088,True,True,True,True,risk-003457,toggle-electric-field,0,LOW,13,NORMAL
synthetic-00670,operator-15,SC-08,9,set-fuel-45,restore-utility-or-prepare-equipment,20.96,23.57,0,24.1,99.9,501.1,4.16,0.43,36.1,67.4,335.9,5.0,4.84,0.136,True,True,False,True,risk-001210,set-fuel,1,MEDIUM,63,EQUIPMENT_NOT_READY
synthetic-00482,operator-01,SC-14,11,start-N1,check-process-state,9.86,2.71,2,29.7,95.9,531.9,2.5,0.52,64.3,68.5,329.5,8.8,4.84,0.064,True,True,True,True,risk-007695,start-N1,1,MEDIUM,44,DUPLICATE_COMMAND
synthetic-00284,operator-19,SC-10,6,check-alarm,open-L1,9.71,23.32,0,36.9,32.1,237.3,2.88,0.68,54.4,49.8,316.6,7.3,4.59,0.05,True,True,True,True,risk-004099,start-N1,1,MEDIUM,59,SEQUENCE_ERROR
synthetic-00417,operator-03,SC-06,6,alarm-K1-high,cut-fuel,101.3,141.51,0,48.5,96.6,771.0,4.29,0.75,53.3,45.0,316.0,4.8,4.27,0.148,True,True,False,True,risk-007560,restore-cooling,1,HIGH,81,RESPONSE_TIME_ERROR
synthetic-00037,operator-08,SC-13,1,start-N1,restore-ventilation,13.62,18.22,0,22.5,97.5,631.4,1.84,0.45,58.7,52.7,338.3,4.6,2.56,0.047,True,True,True,True,risk-004764,restore-ventilation,0,LOW,13,NORMAL
synthetic-00276,operator-09,SC-10,3,set-fuel-70,open-L1,13.09,24.12,0,23.0,68.6,91.6,2.34,0.42,57.6,74.4,316.0,7.9,3.26,0.104,True,True,True,True,risk-007971,start-N1,1,MEDIUM,58,SEQUENCE_ERROR
synthetic-00730,operator-17,SC-12,5,check-alarm,restore-utility-or-prepare-equipment,24.34,12.85,0,43.2,96.1,845.7,3.02,0.75,57.7,48.0,334.8,5.5,3.87,0.092,False,True,True,True,risk-000980,start-N2,1,MEDIUM,69,EQUIPMENT_NOT_READY
synthetic-00439,operator-07,SC-14,1,alarm-K1-high,protect-K1,147.4,119.73,0,20.7,96.9,437.1,4.33,0.4,56.6,59.6,335.1,0.9,2.52,0.098,True,True,False,True,risk-007090,start-N2,1,HIGH,72,RESPONSE_TIME_ERROR
synthetic-00329,operator-07,SC-13,2,set-fuel-70,open-L1,12.16,7.25,0,49.6,45.3,131.2,3.0,0.71,42.6,35.4,344.3,11.9,2.41,0.041,True,True,True,True,risk-003426,start-N1,1,HIGH,80,SEQUENCE_ERROR
synthetic-00031,operator-11,SC-10,7,open-L1,restore-ventilation,15.9,14.68,0,27.4,97.9,432.8,2.15,0.39,38.6,35.8,310.1,2.8,4.92,0.047,True,True,True,True,risk-000132,restore-ventilation,0,LOW,16,NORMAL
synthetic-00303,operator-02,SC-12,8,check-alarm,open-L1,13.25,16.22,0,33.8,59.3,209.8,2.15,0.48,49.9,53.4,310.3,4.4,3.11,0.056,True,True,True,True,risk-005385,start-N1,1,HIGH,78,SEQUENCE_ERROR
synthetic-00438,operator-17,SC-14,11,alarm-K1-high,restore-cooling,103.18,97.96,0,44.9,95.7,460.4,4.64,0.54,37.9,46.4,337.8,10.1,2.34,0.148,True,True,False,True,risk-004380,toggle-electric-field,1,HIGH,72,RESPONSE_TIME_ERROR
synthetic-00061,operator-07,SC-13,6,open-L1,protect-K2,24.03,14.09,0,45.9,96.6,729.2,2.2,0.8,57.0,36.2,301.7,7.3,2.83,0.09,True,True,True,True,risk-002238,protect-K2,0,LOW,24,NORMAL
synthetic-00680,operator-02,SC-13,9,set-fuel-45,restore-utility-or-prepare-equipment,15.01,2.61,0,24.8,95.6,687.9,3.9,0.49,64.8,71.9,353.2,2.5,4.59,0.119,True,True,False,True,risk-008728,start-N1,1,MEDIUM,60,EQUIPMENT_NOT_READY
synthetic-00773,operator-04,SC-01,11,check-alarm,restore-ventilation,4.53,14.18,0,20.4,98.5,833.6,2.55,0.74,55.4,62.7,320.6,22.3,4.68,0.14,True,True,True,False,risk-000682,disable-ventilation,1,HIGH,94,CRITICAL_OPERATION_ERROR
synthetic-00199,operator-17,SC-08,6,start-N1,start-N1,16.58,18.82,0,28.9,99.5,595.9,2.59,0.64,71.9,56.2,306.5,11.0,4.46,0.11,True,True,True,True,risk-000648,start-N1,0,LOW,13,NORMAL
synthetic-00430,operator-05,SC-12,5,alarm-K1-high,restore-cooling,125.62,75.17,0,41.2,95.1,883.3,2.66,0.68,52.8,36.1,340.0,22.4,2.9,0.123,True,True,True,False,risk-009456,restore-cooling,1,MEDIUM,64,RESPONSE_TIME_ERROR
synthetic-00156,operator-15,SC-14,9,restore-cooling,protect-K1,7.71,22.38,0,44.4,98.5,830.3,3.06,0.48,45.7,43.6,345.5,9.3,4.43,0.067,True,True,True,True,risk-005520,protect-K1,0,LOW,16,NORMAL
synthetic-00677,operator-03,SC-08,2,open-L1,restore-utility-or-prepare-equipment,13.18,21.62,0,35.3,98.8,480.2,2.93,0.52,41.4,36.5,315.9,10.6,2.39,0.131,True,False,True,True,risk-008068,start-N1,1,MEDIUM,60,EQUIPMENT_NOT_READY
synthetic-00229,operator-02,SC-01,11,set-fuel-70,open-L1,25.96,17.78,0,44.4,53.0,243.4,2.13,0.63,66.1,51.7,302.9,0.9,2.07,0.143,True,True,True,True,risk-002766,start-N1,1,MEDIUM,65,SEQUENCE_ERROR
synthetic-00568,operator-24,SC-07,2,open-L1,set-fuel-45,4.5,23.94,0,95.5,99.5,251.0,4.48,0.42,61.2,53.7,399.5,1.2,2.5,0.121,True,True,True,True,risk-000451,set-fuel,1,MEDIUM,59,PARAMETER_ERROR
synthetic-00373,operator-14,SC-10,1,alarm-K1-high,restore-cooling,139.55,100.53,0,39.8,96.7,750.4,2.01,0.68,60.5,65.0,319.9,20.6,2.73,0.131,True,True,True,False,risk-006770,start-N2,1,MEDIUM,56,RESPONSE_TIME_ERROR
synthetic-00494,operator-04,SC-10,4,toggle-electric-field,check-process-state,13.5,2.65,4,29.4,97.8,801.5,2.28,0.47,49.9,39.5,301.8,5.9,4.12,0.084,True,True,True,True,risk-008105,toggle-electric-field,1,MEDIUM,54,DUPLICATE_COMMAND
synthetic-00650,operator-05,SC-10,6,check-alarm,set-fuel-45,13.76,17.31,0,83.3,96.3,417.6,2.66,0.78,43.2,38.8,413.4,1.3,3.2,0.057,True,True,True,True,risk-007677,set-fuel,1,HIGH,73,PARAMETER_ERROR
synthetic-00619,operator-06,SC-10,4,check-alarm,set-fuel-45,5.4,10.63,0,95.6,95.8,414.8,2.5,0.37,55.2,70.0,373.8,7.9,3.19,0.12,True,True,True,True,risk-008386,set-fuel,1,HIGH,79,PARAMETER_ERROR
synthetic-00667,operator-19,SC-14,2,start-N1,set-fuel-45,21.97,8.23,0,84.1,95.7,358.6,3.08,0.75,71.0,72.6,373.7,8.7,3.5,0.074,True,True,True,True,risk-005442,set-fuel,1,HIGH,71,PARAMETER_ERROR
synthetic-00176,operator-04,SC-13,4,set-fuel-45,toggle-electric-field,4.22,11.33,0,42.0,98.0,610.0,2.35,0.62,65.7,60.6,334.4,7.7,2.15,0.132,True,True,True,True,risk-001547,toggle-electric-field,0,LOW,22,NORMAL
synthetic-00718,operator-14,SC-08,5,set-fuel-45,restore-utility-or-prepare-equipment,14.29,21.06,0,26.1,98.1,871.9,1.84,0.58,43.4,56.8,331.5,2.1,4.53,0.125,True,False,True,True,risk-003286,start-N2,1,HIGH,75,EQUIPMENT_NOT_READY
synthetic-00434,operator-03,SC-01,8,alarm-K1-high,cut-fuel,129.22,120.26,0,28.1,95.9,787.1,4.66,0.73,50.3,36.0,317.7,4.9,2.08,0.097,True,True,False,True,risk-009310,start-N2,1,MEDIUM,68,RESPONSE_TIME_ERROR
synthetic-00542,operator-16,SC-01,1,restore-cooling,check-process-state,15.39,0.73,4,53.1,97.5,483.4,2.43,0.41,56.7,72.1,324.4,8.9,2.1,0.086,True,True,True,True,risk-000182,restore-cooling,1,MEDIUM,49,DUPLICATE_COMMAND
synthetic-00506,operator-22,SC-14,5,restore-cooling,check-process-state,4.89,1.56,5,42.4,96.2,819.0,2.87,0.36,57.8,69.1,306.0,9.5,2.62,0.103,True,True,True,True,risk-001312,restore-cooling,1,MEDIUM,43,DUPLICATE_COMMAND
synthetic-00761,operator-24,SC-05,12,start-N1,protect-K2,5.23,19.16,0,78.1,97.1,455.2,2.37,0.77,50.4,3.7,344.4,11.7,2.31,0.141,True,True,True,True,risk-002864,set-fuel,1,HIGH,97,CRITICAL_OPERATION_ERROR
synthetic-00495,operator-15,SC-07,5,toggle-electric-field,check-process-state,24.26,2.45,2,36.9,98.9,442.7,2.18,0.75,52.5,39.5,338.7,1.6,3.27,0.118,True,True,True,True,risk-004351,toggle-electric-field,1,MEDIUM,46,DUPLICATE_COMMAND
synthetic-00476,operator-24,SC-06,7,toggle-electric-field,check-process-state,7.6,1.73,5,35.9,97.5,421.2,2.13,0.74,49.2,35.7,305.3,3.5,3.63,0.109,True,True,True,True,risk-005535,toggle-electric-field,1,MEDIUM,50,DUPLICATE_COMMAND
synthetic-00812,operator-03,SC-06,12,restore-cooling,restore-circulation-and-reduce-fuel,11.6,20.49,0,97.7,97.0,87.2,2.47,0.73,65.5,73.3,452.0,8.6,3.55,0.056,True,True,True,True,risk-006430,set-fuel,1,HIGH,90,CRITICAL_OPERATION_ERROR
synthetic-00227,operator-03,SC-12,7,set-fuel-70,open-L1,9.45,20.23,0,21.6,25.8,148.2,2.14,0.67,47.8,55.1,321.9,6.9,2.4,0.064,True,True,True,True,risk-009240,start-N1,1,HIGH,72,SEQUENCE_ERROR
synthetic-00438,operator-17,SC-14,7,alarm-K1-high,cut-fuel,142.3,93.56,0,41.6,96.6,634.3,4.69,0.46,43.4,40.6,323.4,11.2,3.52,0.136,True,True,False,True,risk-003762,restore-cooling,1,HIGH,81,RESPONSE_TIME_ERROR
