sessionId,operatorId,scenarioId,sequencePosition,action,previousAction,expectedAction,responseSeconds,pauseSeconds,duplicateCount,actionValue,valveL1,feedFlow,pressureK1,pressureK2,levelK1,levelK2,temperatureFurnace,gasPercent,saltMgL,waterAfterElou,powerOk,instrumentAirOk,coolingWaterOk,ventElouOk,label
synthetic-00067,operator-22,SC-13,3,start-N2,open-L1,start-N2,20.21,12.19,0,26.7,99.1,783.2,2.62,0.42,57.7,42.1,342.9,6.9,2.91,0.105,True,True,True,True,NORMAL
synthetic-00266,operator-16,SC-14,9,start-N1,set-fuel-70,open-L1,16.9,8.82,0,35.0,68.0,167.1,1.92,0.67,43.9,53.1,345.2,0.5,3.87,0.135,True,True,True,True,SEQUENCE_ERROR
synthetic-00572,operator-20,SC-01,7,set-fuel,restore-cooling,set-fuel-45,22.5,24.55,0,84.2,99.0,248.4,2.28,0.52,40.6,42.7,394.6,6.9,5.0,0.116,True,True,True,True,PARAMETER_ERROR
synthetic-00503,operator-15,SC-08,5,restore-cooling,restore-cooling,check-process-state,26.53,0.84,2,28.2,100.0,638.2,2.53,0.63,47.1,64.3,306.6,10.3,2.92,0.109,True,True,True,True,DUPLICATE_COMMAND
synthetic-00577,operator-05,SC-14,6,set-fuel,set-fuel-45,set-fuel-45,26.67,5.3,0,99.5,99.3,283.1,2.59,0.52,62.1,60.5,391.3,7.2,4.93,0.121,True,True,True,True,PARAMETER_ERROR
synthetic-00641,operator-03,SC-10,4,set-fuel,set-fuel-45,set-fuel-45,10.99,6.81,0,93.1,98.1,379.1,2.13,0.39,42.0,71.6,371.5,0.8,2.55,0.057,True,True,True,True,PARAMETER_ERROR
synthetic-00321,operator-04,SC-12,7,start-N1,drain-E1,open-L1,15.14,23.53,0,27.9,23.5,208.8,2.0,0.76,42.3,43.0,326.8,11.9,4.32,0.052,True,True,True,True,SEQUENCE_ERROR
synthetic-00774,operator-19,SC-13,4,set-fuel,set-fuel-45,protect-K2,18.66,22.03,0,50.8,99.9,532.7,3.1,0.51,73.4,10.3,305.0,7.8,4.92,0.148,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00753,operator-13,SC-06,9,disable-ventilation,restore-cooling,restore-ventilation,20.45,23.38,0,20.7,96.2,480.6,2.7,0.78,63.1,48.0,305.3,34.1,4.48,0.098,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00340,operator-06,SC-08,3,start-N1,alarm-K1-high,cut-fuel,119.35,103.14,0,49.4,98.0,723.0,4.66,0.72,62.1,72.6,303.9,4.1,3.58,0.1,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00740,operator-23,SC-12,1,set-fuel,set-fuel-45,restore-utility-or-prepare-equipment,12.31,2.04,0,43.9,99.3,625.0,4.0,0.56,58.4,64.4,300.9,0.1,4.95,0.122,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00682,operator-04,SC-08,9,set-fuel,open-L1,restore-utility-or-prepare-equipment,16.45,12.79,0,44.3,99.0,749.7,3.92,0.67,73.3,58.9,312.2,10.4,4.9,0.14,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00031,operator-11,SC-10,7,restore-ventilation,open-L1,restore-ventilation,15.9,14.68,0,27.4,97.9,432.8,2.15,0.39,38.6,35.8,310.1,2.8,4.92,0.047,True,True,True,True,NORMAL
synthetic-00665,operator-13,SC-10,10,set-fuel,check-alarm,set-fuel-45,26.84,16.02,0,94.8,99.5,219.3,2.01,0.36,65.0,54.5,367.9,7.9,2.72,0.144,True,True,True,True,PARAMETER_ERROR
synthetic-00199,operator-22,SC-14,7,start-N2,set-fuel-45,start-N2,27.65,9.26,0,27.1,95.3,757.6,2.85,0.68,72.4,35.8,318.0,3.2,4.94,0.138,True,True,True,True,NORMAL
synthetic-00795,operator-01,SC-14,10,set-fuel,check-alarm,protect-K1,6.58,22.71,0,68.2,98.0,728.7,1.86,0.45,2.7,37.2,327.6,9.6,2.3,0.062,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00755,operator-24,SC-01,2,set-fuel,check-alarm,protect-K2,10.18,14.72,0,53.4,97.5,655.4,2.28,0.76,62.6,6.9,308.8,7.0,3.04,0.136,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00091,operator-09,SC-08,12,restore-ventilation,restore-cooling,restore-ventilation,4.36,21.82,0,49.3,99.8,639.1,3.11,0.39,63.6,46.5,316.2,9.8,3.59,0.106,True,True,True,True,NORMAL
synthetic-00340,operator-12,SC-06,7,set-fuel,alarm-K1-high,cut-fuel,91.8,72.57,0,21.6,99.2,686.3,2.71,0.77,49.3,41.8,347.3,24.6,2.84,0.149,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00788,operator-21,SC-07,8,set-fuel,check-alarm,protect-K2,22.94,24.37,0,60.6,98.3,604.5,2.98,0.56,37.1,2.8,317.8,7.9,4.44,0.104,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00076,operator-13,SC-05,9,set-fuel,restore-cooling,set-fuel,19.8,7.75,0,54.1,99.6,879.1,2.3,0.64,66.1,46.4,320.4,2.1,4.66,0.046,True,True,True,True,NORMAL
synthetic-00160,operator-06,SC-08,10,restore-ventilation,restore-cooling,restore-ventilation,26.8,2.63,0,44.4,95.7,459.5,1.87,0.45,52.3,43.4,352.0,1.3,3.85,0.071,True,True,True,True,NORMAL
synthetic-00039,operator-15,SC-01,2,protect-K2,check-alarm,protect-K2,14.43,3.37,0,20.9,97.8,563.8,2.02,0.58,57.5,62.7,334.5,11.8,2.31,0.084,True,True,True,True,NORMAL
synthetic-00728,operator-23,SC-01,9,start-N1,start-N1,restore-utility-or-prepare-equipment,14.24,24.22,0,54.1,99.3,508.3,4.45,0.65,40.3,50.0,320.3,4.7,4.11,0.094,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00502,operator-14,SC-05,12,set-fuel-45,set-fuel-45,check-process-state,20.88,0.27,5,20.7,97.4,463.1,1.93,0.7,36.1,57.7,339.9,6.2,2.63,0.1,True,True,True,True,DUPLICATE_COMMAND
synthetic-00417,operator-20,SC-05,5,start-N1,alarm-K1-high,protect-K1,115.82,126.93,0,42.9,95.7,843.4,4.06,0.7,36.3,60.7,344.4,1.2,4.4,0.142,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00635,operator-12,SC-07,8,set-fuel,open-L1,set-fuel-45,20.83,7.56,0,71.1,95.9,356.8,4.63,0.37,65.5,44.7,371.0,4.9,4.42,0.049,True,True,True,True,PARAMETER_ERROR
synthetic-00181,operator-10,SC-12,7,toggle-electric-field,open-L1,toggle-electric-field,21.35,22.41,0,35.7,98.2,689.7,2.43,0.37,74.4,38.6,340.0,10.6,4.99,0.11,True,True,True,True,NORMAL
synthetic-00620,operator-19,SC-05,4,set-fuel,start-N1,set-fuel-45,5.62,19.32,0,80.5,98.6,255.3,4.61,0.47,38.1,51.1,400.8,1.9,3.12,0.14,True,True,True,True,PARAMETER_ERROR
synthetic-00664,operator-04,SC-08,11,set-fuel,open-L1,set-fuel-45,13.16,23.69,0,89.4,99.4,325.1,2.61,0.68,58.7,68.5,420.6,4.6,4.84,0.094,True,True,True,True,PARAMETER_ERROR
synthetic-00739,operator-04,SC-14,5,start-N1,check-alarm,restore-utility-or-prepare-equipment,12.17,22.43,0,46.8,95.9,645.2,4.47,0.41,60.7,39.2,352.1,5.2,4.83,0.135,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00687,operator-06,SC-05,6,start-N1,open-L1,restore-utility-or-prepare-equipment,18.43,16.75,0,48.1,98.8,488.8,4.2,0.73,59.7,55.2,310.0,7.7,3.01,0.097,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00204,operator-10,SC-06,7,protect-K2,set-fuel-45,protect-K2,22.79,5.41,0,27.2,96.9,779.6,2.72,0.62,37.5,52.9,312.3,10.5,3.29,0.059,True,True,True,True,NORMAL
synthetic-00501,operator-11,SC-10,4,toggle-electric-field,toggle-electric-field,check-process-state,12.89,0.73,2,48.7,95.9,703.6,2.59,0.46,71.8,70.1,331.2,9.8,2.97,0.083,True,True,True,True,DUPLICATE_COMMAND
synthetic-00582,operator-07,SC-12,2,set-fuel,set-fuel-45,set-fuel-45,10.73,18.39,0,84.1,98.4,173.8,2.84,0.76,66.0,36.1,424.9,8.9,4.15,0.074,True,True,True,True,PARAMETER_ERROR
synthetic-00692,operator-20,SC-05,11,start-N2,open-L1,restore-utility-or-prepare-equipment,15.45,23.37,0,33.5,96.9,483.5,3.91,0.61,39.0,57.3,325.6,0.4,4.4,0.059,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00050,operator-21,SC-08,4,toggle-electric-field,start-N1,toggle-electric-field,11.53,12.48,0,48.4,97.8,535.9,2.69,0.62,58.8,48.1,335.4,3.3,3.55,0.041,True,True,True,True,NORMAL
synthetic-00740,operator-16,SC-10,12,start-N1,restore-cooling,restore-utility-or-prepare-equipment,15.12,22.89,0,22.8,95.4,888.9,2.52,0.64,48.3,57.0,306.7,2.0,3.45,0.144,False,True,True,True,EQUIPMENT_NOT_READY
synthetic-00698,operator-12,SC-08,7,start-N2,open-L1,restore-utility-or-prepare-equipment,19.91,24.81,0,41.8,95.5,729.9,2.48,0.78,44.9,55.3,340.8,7.7,2.13,0.064,False,True,True,True,EQUIPMENT_NOT_READY
synthetic-00512,operator-01,SC-05,10,start-N1,start-N1,check-process-state,18.31,2.13,5,31.7,100.0,885.6,2.36,0.35,73.5,61.4,344.3,2.1,4.08,0.101,True,True,True,True,DUPLICATE_COMMAND
synthetic-00578,operator-04,SC-08,3,set-fuel,open-L1,set-fuel-45,21.56,14.45,0,79.1,97.8,136.1,2.72,0.79,49.8,43.1,381.4,0.7,4.69,0.122,True,True,True,True,PARAMETER_ERROR
synthetic-00228,operator-05,SC-10,4,start-N1,check-alarm,open-L1,25.39,16.21,0,27.9,21.6,69.8,2.42,0.45,36.1,75.0,309.8,4.3,4.48,0.09,True,True,True,True,SEQUENCE_ERROR
synthetic-00240,operator-24,SC-06,6,start-N1,set-fuel-70,open-L1,14.56,21.91,0,23.3,77.9,59.1,2.65,0.72,68.1,68.1,341.2,2.8,4.13,0.09,True,True,True,True,SEQUENCE_ERROR
synthetic-00121,operator-22,SC-14,1,protect-K1,open-L1,protect-K1,8.63,17.83,0,50.5,99.5,454.8,1.84,0.58,65.1,72.9,343.5,7.1,2.1,0.143,True,True,True,True,NORMAL
synthetic-00245,operator-09,SC-12,9,start-N1,set-fuel-70,open-L1,20.51,2.14,0,28.9,10.8,209.3,2.83,0.67,40.2,50.8,300.6,1.7,3.51,0.145,True,True,True,True,SEQUENCE_ERROR
synthetic-00819,operator-20,SC-10,2,set-fuel,set-fuel-45,protect-K2,24.98,3.03,0,54.7,98.7,691.7,2.63,0.52,46.2,10.7,342.0,9.6,2.21,0.112,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00565,operator-08,SC-10,4,set-fuel,start-N1,set-fuel-45,11.52,24.91,0,80.5,98.0,357.8,4.22,0.62,36.7,72.4,406.1,2.8,3.64,0.086,True,True,True,True,PARAMETER_ERROR
synthetic-00396,operator-18,SC-13,12,start-N1,alarm-K1-high,protect-K1,131.4,96.48,0,22.7,98.1,699.8,4.42,0.49,68.4,73.3,301.4,11.8,3.23,0.072,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00503,operator-19,SC-10,10,start-N1,start-N1,check-process-state,18.53,2.63,4,20.2,97.2,590.4,2.52,0.54,43.4,49.2,342.9,2.2,3.63,0.045,True,True,True,True,DUPLICATE_COMMAND
synthetic-00326,operator-18,SC-13,7,start-N1,check-alarm,open-L1,12.46,20.26,0,40.9,65.4,25.9,2.12,0.76,59.8,57.0,325.5,1.9,2.38,0.079,True,True,True,True,SEQUENCE_ERROR
synthetic-00262,operator-21,SC-14,8,start-N1,drain-E1,open-L1,17.35,20.96,0,49.4,26.2,225.3,1.92,0.53,46.2,39.0,342.8,4.7,4.57,0.051,True,True,True,True,SEQUENCE_ERROR
synthetic-00823,operator-22,SC-08,7,set-fuel,set-fuel-45,protect-K1,13.21,14.97,0,83.3,95.2,811.2,2.73,0.42,3.2,35.1,305.8,8.8,3.63,0.05,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00040,operator-03,SC-10,3,protect-K2,check-alarm,protect-K2,16.7,17.93,0,50.3,95.4,681.4,2.75,0.76,49.0,64.5,335.6,5.1,4.55,0.084,True,True,True,True,NORMAL
synthetic-00071,operator-20,SC-07,7,set-fuel,start-N1,set-fuel,19.07,13.09,0,53.6,98.3,561.5,2.72,0.72,38.0,69.3,304.9,10.1,4.15,0.089,True,True,True,True,NORMAL
synthetic-00006,operator-03,SC-10,10,start-N2,start-N1,start-N2,18.45,17.42,0,31.7,96.6,660.8,3.14,0.77,47.2,52.6,322.1,8.9,4.43,0.136,True,True,True,True,NORMAL
synthetic-00181,operator-11,SC-05,4,protect-K2,check-alarm,protect-K2,11.31,21.86,0,30.8,96.2,469.7,3.11,0.41,67.6,46.8,313.3,1.5,3.48,0.091,True,True,True,True,NORMAL
synthetic-00781,operator-04,SC-08,11,set-fuel,start-N1,protect-K1,26.36,18.34,0,65.5,98.7,558.2,2.28,0.75,9.9,55.2,343.4,4.3,2.89,0.131,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00249,operator-12,SC-06,3,start-N1,set-fuel-70,open-L1,23.92,20.52,0,40.0,78.0,19.4,2.39,0.76,66.6,64.3,300.7,4.2,2.05,0.054,True,True,True,True,SEQUENCE_ERROR
synthetic-00091,operator-01,SC-10,6,start-N1,start-N1,start-N1,11.23,15.22,0,28.5,97.6,751.2,3.06,0.69,56.8,74.4,306.9,1.5,3.21,0.139,True,True,True,True,NORMAL
synthetic-00397,operator-22,SC-01,10,start-N2,alarm-K1-high,protect-K1,133.11,107.02,0,27.9,100.0,629.0,4.54,0.49,42.5,48.5,334.3,9.7,2.09,0.136,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00603,operator-07,SC-05,9,set-fuel,set-fuel-45,set-fuel-45,26.71,18.17,0,80.8,96.1,151.1,1.8,0.54,41.2,49.5,405.6,4.8,2.68,0.12,True,True,True,True,PARAMETER_ERROR
synthetic-00731,operator-09,SC-07,6,start-N1,open-L1,restore-utility-or-prepare-equipment,13.15,21.8,0,51.2,98.0,847.9,1.85,0.68,41.0,38.0,307.3,10.3,3.03,0.067,True,False,True,True,EQUIPMENT_NOT_READY
synthetic-00542,operator-16,SC-01,1,restore-cooling,restore-cooling,check-process-state,15.39,0.73,4,53.1,97.5,483.4,2.43,0.41,56.7,72.1,324.4,8.9,2.1,0.086,True,True,True,True,DUPLICATE_COMMAND
synthetic-00370,operator-23,SC-06,4,restore-ventilation,alarm-K1-high,cut-fuel,102.34,76.79,0,35.6,95.4,704.0,2.77,0.52,68.9,51.0,342.4,20.1,2.19,0.149,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00818,operator-14,SC-07,2,set-fuel,check-alarm,protect-K2,13.84,18.24,0,78.7,96.3,556.4,1.96,0.53,52.0,5.9,329.3,5.5,4.35,0.085,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00791,operator-15,SC-13,10,disable-ventilation,check-alarm,restore-ventilation,12.84,17.46,0,54.2,96.3,846.8,1.94,0.61,57.0,35.4,315.2,16.8,2.75,0.127,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00815,operator-04,SC-13,9,set-fuel,start-N1,restore-circulation-and-reduce-fuel,11.21,21.41,0,77.8,97.2,31.0,2.61,0.75,38.2,56.4,442.9,6.1,3.51,0.083,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00720,operator-06,SC-10,11,start-N2,set-fuel-45,restore-utility-or-prepare-equipment,4.05,19.01,0,21.9,96.6,652.9,2.03,0.72,55.7,51.5,301.7,11.8,3.88,0.055,True,False,True,True,EQUIPMENT_NOT_READY
synthetic-00813,operator-21,SC-13,1,disable-ventilation,set-fuel-45,restore-ventilation,21.07,12.43,0,33.4,95.1,704.3,2.21,0.7,62.2,69.8,335.2,22.5,2.16,0.042,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00699,operator-16,SC-14,4,start-N2,set-fuel-45,restore-utility-or-prepare-equipment,16.25,19.68,0,45.0,42.6,824.7,2.66,0.35,53.5,60.0,321.0,4.7,4.1,0.053,True,True,True,True,EQUIPMENT_NOT_READY
synthetic-00768,operator-22,SC-12,7,set-fuel,restore-cooling,protect-K2,27.0,9.57,0,72.9,98.0,577.6,3.08,0.7,52.8,6.9,335.9,11.9,4.05,0.049,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00668,operator-07,SC-12,5,start-N1,set-fuel-45,restore-utility-or-prepare-equipment,24.59,7.24,0,39.6,99.4,830.9,3.9,0.77,61.2,60.7,318.1,0.2,2.92,0.095,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00008,operator-06,SC-05,8,start-N2,restore-cooling,start-N2,12.39,16.12,0,44.0,95.9,658.2,2.49,0.5,52.1,50.2,349.3,10.9,4.22,0.113,True,True,True,True,NORMAL
synthetic-00611,operator-13,SC-05,9,set-fuel,set-fuel-45,set-fuel-45,8.46,9.34,0,92.0,96.3,257.5,4.19,0.44,36.5,65.9,386.1,10.1,4.08,0.127,True,True,True,True,PARAMETER_ERROR
synthetic-00005,operator-20,SC-06,4,start-N2,open-L1,start-N2,19.5,24.5,0,26.0,95.2,661.0,1.84,0.76,72.4,66.9,344.9,4.8,4.49,0.061,True,True,True,True,NORMAL
synthetic-00405,operator-13,SC-07,9,start-N1,alarm-K1-high,cut-fuel,136.36,103.6,0,32.2,96.4,471.2,2.72,0.47,45.7,42.1,345.8,29.0,4.36,0.113,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00431,operator-07,SC-08,2,protect-K2,alarm-K1-high,restore-cooling,69.54,149.54,0,39.4,98.9,872.9,3.05,0.66,58.8,55.6,314.5,19.2,4.43,0.143,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00821,operator-22,SC-05,6,set-fuel,set-fuel-45,protect-K1,9.32,22.27,0,88.9,96.5,641.6,2.08,0.48,12.1,59.7,351.2,3.4,2.54,0.117,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00150,operator-22,SC-06,9,restore-cooling,check-alarm,restore-cooling,27.33,7.34,0,33.5,95.2,847.0,2.11,0.61,46.2,61.2,301.4,7.5,3.11,0.071,True,True,True,True,NORMAL
synthetic-00261,operator-10,SC-12,8,start-N1,set-fuel-70,open-L1,12.41,22.29,0,39.7,61.8,170.4,2.68,0.41,45.2,39.4,353.6,9.3,4.97,0.059,True,True,True,True,SEQUENCE_ERROR
synthetic-00493,operator-23,SC-13,2,set-fuel-45,set-fuel-45,check-process-state,9.09,1.66,5,47.4,95.4,750.2,3.02,0.69,38.6,72.9,334.9,3.8,3.05,0.06,True,True,True,True,DUPLICATE_COMMAND
synthetic-00763,operator-04,SC-07,7,disable-ventilation,check-alarm,restore-ventilation,6.32,15.88,0,35.1,99.6,427.5,3.17,0.49,64.1,72.5,332.8,32.6,4.17,0.136,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00530,operator-01,SC-14,7,restore-cooling,restore-cooling,check-process-state,15.49,1.8,4,44.7,97.5,697.2,1.92,0.38,53.8,41.6,317.5,7.2,4.16,0.054,True,True,True,True,DUPLICATE_COMMAND
synthetic-00435,operator-11,SC-10,1,restore-cooling,alarm-K1-high,restore-cooling,81.65,114.72,0,39.5,96.0,890.5,4.16,0.73,57.9,46.7,305.0,0.1,2.97,0.049,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00316,operator-12,SC-12,9,start-N1,drain-E1,open-L1,23.61,7.88,0,46.6,29.5,14.9,2.55,0.8,36.4,45.4,335.3,6.9,2.95,0.045,True,True,True,True,SEQUENCE_ERROR
synthetic-00153,operator-01,SC-07,9,restore-cooling,start-N1,restore-cooling,5.65,17.58,0,25.8,97.0,702.3,2.47,0.7,56.3,68.6,351.9,5.1,3.53,0.126,True,True,True,True,NORMAL
synthetic-00315,operator-23,SC-05,4,start-N1,drain-E1,open-L1,12.02,13.96,0,53.8,34.1,136.2,3.04,0.66,42.0,54.8,340.4,0.8,2.02,0.143,True,True,True,True,SEQUENCE_ERROR
synthetic-00535,operator-15,SC-01,1,restore-cooling,restore-cooling,check-process-state,25.57,1.58,2,43.6,95.1,440.2,2.41,0.69,41.9,52.6,313.9,8.8,3.79,0.143,True,True,True,True,DUPLICATE_COMMAND
synthetic-00827,operator-24,SC-14,3,disable-ventilation,restore-cooling,restore-ventilation,19.22,19.84,0,24.6,98.3,838.5,3.14,0.78,46.6,37.2,318.0,20.4,4.24,0.056,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00709,operator-18,SC-06,8,start-N2,restore-cooling,restore-utility-or-prepare-equipment,10.82,4.97,0,50.0,97.3,663.4,3.91,0.53,65.9,52.4,302.1,9.7,2.3,0.049,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00339,operator-22,SC-13,11,start-N2,alarm-K1-high,protect-K1,101.93,115.45,0,31.3,95.3,438.1,3.09,0.7,59.3,58.5,341.9,23.9,2.0,0.069,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00268,operator-07,SC-08,10,start-N1,set-fuel-70,open-L1,18.47,9.57,0,23.8,46.9,214.9,2.45,0.66,71.5,47.5,300.0,4.0,4.7,0.135,True,True,True,True,SEQUENCE_ERROR
synthetic-00189,operator-23,SC-01,5,set-fuel,set-fuel-45,set-fuel,4.12,5.53,0,36.6,98.9,498.7,2.49,0.55,65.5,42.3,325.1,6.3,3.47,0.053,True,True,True,True,NORMAL
synthetic-00273,operator-09,SC-06,7,start-N1,set-fuel-70,open-L1,25.26,18.51,0,54.1,11.6,53.5,2.55,0.6,36.6,48.5,351.7,7.4,4.3,0.041,True,True,True,True,SEQUENCE_ERROR
synthetic-00398,operator-01,SC-07,10,toggle-electric-field,alarm-K1-high,cut-fuel,91.06,127.93,0,30.4,97.1,823.6,4.25,0.37,70.2,39.4,303.2,11.8,4.04,0.114,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00108,operator-21,SC-01,6,protect-K1,check-alarm,protect-K1,26.62,11.92,0,52.0,96.9,446.0,2.49,0.73,38.8,52.8,348.3,3.5,2.82,0.145,True,True,True,True,NORMAL
synthetic-00033,operator-13,SC-13,8,toggle-electric-field,set-fuel-45,toggle-electric-field,20.42,11.29,0,32.8,98.3,629.8,3.13,0.61,40.7,64.4,314.3,6.0,4.87,0.048,True,True,True,True,NORMAL
synthetic-00049,operator-23,SC-06,5,start-N1,set-fuel-45,start-N1,27.11,13.55,0,50.9,98.5,799.5,2.76,0.79,39.9,64.0,344.7,4.9,2.08,0.086,True,True,True,True,NORMAL
synthetic-00032,operator-07,SC-08,8,protect-K2,check-alarm,protect-K2,27.02,21.07,0,51.6,98.4,499.8,2.5,0.6,36.4,62.4,326.1,2.6,2.99,0.098,True,True,True,True,NORMAL
synthetic-00337,operator-02,SC-12,9,protect-K1,alarm-K1-high,restore-cooling,138.33,148.85,0,39.3,97.6,732.9,4.41,0.5,56.1,74.5,336.3,7.3,3.51,0.116,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00098,operator-12,SC-13,7,toggle-electric-field,check-alarm,toggle-electric-field,16.76,12.32,0,23.2,96.2,494.5,2.95,0.63,41.6,64.7,352.9,5.2,2.45,0.093,True,True,True,True,NORMAL
synthetic-00568,operator-08,SC-12,11,set-fuel,restore-cooling,set-fuel-45,10.69,5.96,0,93.8,98.4,114.0,2.59,0.75,48.8,37.2,402.5,2.2,2.7,0.136,True,True,True,True,PARAMETER_ERROR
synthetic-00823,operator-18,SC-13,10,set-fuel,restore-cooling,protect-K2,7.73,21.32,0,64.4,99.0,824.2,2.25,0.61,67.3,6.2,303.4,5.2,3.31,0.14,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00281,operator-24,SC-01,11,start-N1,set-fuel-70,open-L1,22.58,18.34,0,46.0,11.5,101.6,2.66,0.63,51.6,50.6,338.0,0.4,3.1,0.104,True,True,True,True,SEQUENCE_ERROR
synthetic-00684,operator-12,SC-05,4,start-N2,restore-cooling,restore-utility-or-prepare-equipment,19.37,7.47,0,48.5,38.2,485.2,2.34,0.66,72.3,68.1,340.4,10.0,3.33,0.05,True,True,True,True,EQUIPMENT_NOT_READY
synthetic-00394,operator-01,SC-14,8,set-fuel,alarm-K1-high,protect-K1,97.27,83.5,0,48.7,97.3,539.3,4.69,0.52,35.7,69.8,308.0,11.1,4.87,0.071,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00603,operator-16,SC-07,6,set-fuel,set-fuel-45,set-fuel-45,26.52,17.48,0,99.8,96.4,133.8,4.73,0.51,35.9,72.4,403.2,3.8,2.4,0.06,True,True,True,True,PARAMETER_ERROR
synthetic-00418,operator-20,SC-05,7,restore-cooling,alarm-K1-high,restore-cooling,128.35,98.18,0,40.1,96.3,614.0,2.16,0.53,61.1,35.9,306.8,28.5,2.93,0.102,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00027,operator-18,SC-06,1,protect-K2,start-N1,protect-K2,15.44,24.22,0,36.3,96.7,877.8,2.67,0.38,56.7,47.3,311.9,4.5,4.99,0.116,True,True,True,True,NORMAL
synthetic-00607,operator-02,SC-14,2,set-fuel,open-L1,set-fuel-45,5.08,24.62,0,93.6,96.9,210.2,4.26,0.51,59.1,49.3,390.9,4.6,3.37,0.138,True,True,True,True,PARAMETER_ERROR
synthetic-00721,operator-17,SC-13,11,start-N1,check-alarm,restore-utility-or-prepare-equipment,15.05,17.1,0,24.8,99.9,590.0,2.85,0.57,59.5,52.2,324.2,5.1,2.45,0.086,True,False,True,True,EQUIPMENT_NOT_READY
synthetic-00241,operator-05,SC-12,2,start-N1,drain-E1,open-L1,5.83,5.38,0,25.7,34.4,167.6,2.26,0.38,47.4,56.0,354.6,12.0,2.31,0.115,True,True,True,True,SEQUENCE_ERROR
synthetic-00292,operator-01,SC-05,12,start-N1,check-alarm,open-L1,27.39,9.06,0,44.6,81.2,92.5,2.8,0.54,71.0,52.3,308.9,7.6,4.67,0.052,True,True,True,True,SEQUENCE_ERROR
synthetic-00188,operator-23,SC-13,10,set-fuel,restore-cooling,set-fuel,6.54,19.6,0,37.7,97.0,795.5,2.82,0.8,41.5,69.7,331.7,10.1,4.67,0.087,True,True,True,True,NORMAL
synthetic-00567,operator-05,SC-07,9,set-fuel,start-N1,set-fuel-45,18.78,19.43,0,77.1,98.8,223.3,2.0,0.57,44.5,72.5,372.1,3.4,4.44,0.117,True,True,True,True,PARAMETER_ERROR
synthetic-00743,operator-18,SC-06,3,start-N1,restore-cooling,restore-utility-or-prepare-equipment,26.2,9.52,0,26.4,71.0,840.8,2.04,0.76,74.9,48.3,318.7,3.6,2.84,0.057,True,True,True,True,EQUIPMENT_NOT_READY
synthetic-00577,operator-21,SC-10,7,set-fuel,open-L1,set-fuel-45,26.6,13.18,0,85.4,99.8,215.7,2.32,0.58,49.1,57.6,394.8,7.2,3.56,0.049,True,True,True,True,PARAMETER_ERROR
synthetic-00741,operator-09,SC-12,7,set-fuel,open-L1,restore-utility-or-prepare-equipment,5.08,16.08,0,48.8,96.5,446.4,4.11,0.43,54.8,39.4,316.7,6.8,2.21,0.063,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00768,operator-20,SC-12,9,set-fuel,check-alarm,protect-K2,23.83,4.05,0,60.5,95.3,796.8,2.63,0.5,71.7,4.1,318.7,4.0,2.6,0.076,True,True,True,True,CRITICAL_OPERATION_ERROR
